Dataset	Clipped	1																														
Well Number	Reporter	Rn	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
72	Sample.72		0.058861887	-0.031703018	0.028684986	-0.023971458	0.294601342	-0.005266975	0.116926179	0.190950058	-0.456358501	0.156444562	0.465244853	0.22765759	0.43854364	0.724715776	1.458130688	2.6937188	4.620466295	6.513113883	8.192599859	9.519682807	10.38583947	10.60931038	10.9988664	11.08578014	11.47475877	11.21808094	11.50370558	11.15490911	11.48204351	11.45974741
73	Sample.73		-0.157266137	0.054131066	0.10557246	-0.141972318	-0.059997289	0.218012371	0.138906045	-0.059558631	0.086138786	0.201280305	0.541494355	0.43063817	0.143689225	0.683572675	1.21520203	3.14110772	4.321835799	6.35422656	8.287505179	9.324673887	10.14987282	11.02051514	11.04043621	11.18623427	11.67727368	11.58425329	11.0569152	11.35069214	11.4941809	11.39004707
74	Sample.74		-0.18855597	0.312991107	0.176109611	0.404059644	-0.035149826	0.166926755	0.034575783	-0.113904588	-0.303530257	0.352403536	0.220797529	0.229881145	0.18614308	0.856044631	1.539706656	2.681013403	4.324236197	6.354035326	8.417349934	9.190103526	10.35188459	10.39338093	11.06125841	10.89713828	11.05928653	10.96484755	10.888102	11.30273388	11.42883892	11.12212549
75	Sample.75		0.256998573	0.251423359	0.147247562	0.089421121	0.131101544	-0.06295352	-0.042472931	-0.496197261	0.03546257	-0.288188931	0.148098745	0.076851552	0.391767695	0.82565955	1.772456289	2.572300402	4.460402977	6.511412474	7.965444596	9.101385754	10.35243471	10.96149134	10.99084625	11.09292718	11.07113448	11.39596547	11.26367353	10.97420131	11.31511649	11.13558257
76	Sample.76		-0.500301847	-0.134102259	-0.045473081	0.055296286	-0.100340787	-0.126792813	0.067187822	-0.236050118	-0.003455628	-0.165903324	0.021162621	-0.092382521	0.69589625	0.926451568	2.037784536	2.843067357	4.071126552	6.005775379	7.732545314	9.544065085	10.58203431	10.46257342	10.9041512	11.5754801	11.02435098	11.58105955	11.3271593	11.14559312	11.4579107	11.30733563
77	Sample.77		-0.1554023	0.418391034	0.074736397	0.241095062	0.295394827	0.08032032	0.256526595	0.348340737	-0.112261536	-0.275958957	0.507263137	0.185160245	0.043557225	0.763093404	1.45344666	3.028419268	4.688933558	6.577236764	7.903633204	9.932991743	9.894581539	10.81877312	10.86398951	11.01693107	11.42646398	11.17427196	11.14007958	11.25897766	11.28520585	11.17153998
78	Sample.78		0.328876238	-0.019434137	0.149407538	0.194775055	0.245173314	-0.264485387	0.009265882	-0.339445543	0.329680904	0.103042977	0.199773105	0.310380022	0.537584717	0.522045382	1.505864743	2.797913535	4.536838466	6.109208461	8.361085167	9.123180822	9.924987017	10.77667369	10.97722535	11.26229961	11.08356252	11.19307191	11.21957993	11.27332386	11.06908783	11.20375293
79	Sample.79		0.082313501	-0.022189309	-0.358070118	0.160952354	-0.027070361	-0.078991971	0.106304406	0.000786669	-0.102482061	0.169684726	0.005747608	0.257001828	0.401499148	0.733776245	1.424381149	2.814255267	4.40357562	6.230771856	7.988824656	9.57351256	10.31977934	10.71531408	10.54844387	11.40468917	10.96258063	11.06451723	11.53979145	11.42057681	11.1856629	11.45189685
80	Sample.80		0.006535261	-0.046717952	0.115211979	-0.112265395	-0.062911667	0.103614923	-0.301776767	0.064897012	-0.0206359	0.079387688	-0.094190609	0.342221549	0.828512017	1.044715829	1.72821734	2.452581195	4.46230217	6.032267682	7.894804038	9.32533768	10.29295205	10.83505066	10.60608888	10.87313833	11.37495843	11.08382715	11.65910607	11.46872898	11.41585073	11.67044111
81	Sample.81		-0.253728555	-0.344194861	0.245256517	0.264527682	-0.08747555	0.106801166	0.209912264	-0.088826637	-0.085443382	0.005151799	0.177669615	0.29613108	0.51038146	0.659569921	1.639567187	2.455370265	4.475026982	6.512473424	8.383258392	9.422504214	10.55106446	10.45616337	11.0928226	10.96065463	10.85364265	10.99070705	11.41977954	11.24585233	11.39778311	11.30117161
82	Sample.82		-0.41270149	0.117391318	-0.152724891	0.104728992	0.392153609	0.081207591	0.056316632	0.11774328	-0.275195149	0.399541844	-0.116495904	0.511296251	0.36511498	0.832768128	2.058518378	2.70488847	4.948317077	6.484584284	8.128919793	9.340057699	10.2558013	10.39062163	11.08740933	11.30673853	11.31499547	11.11286379	11.12838555	11.28651679	11.19306926	11.03392866
83	Sample.83		0.041639479	-0.029885438	0.172932173	0.349323688	-0.079073565	0.144596384	-0.007562205	0.129011433	-0.119537609	-0.052472682	-0.012543345	0.01324545	0.329195054	0.778260954	1.458917485	2.836180064	4.264405907	6.493267039	7.813602265	9.068309596	9.904670503	10.63519535	10.66680461	11.13188417	11.17222787	11.09558853	11.19014477	11.62326359	11.09859856	11.17890153
84	Sample.84		-0.520548867	0.095608005	-0.125461461	0.102569355	-0.601573721	-0.368234042	0.329909409	0.151365378	0.405609369	-0.133400028	0.130447301	0.266752242	0.486287297	0.995485677	1.54271325	2.709050471	4.354150655	6.153358962	8.087771495	9.39940777	10.1699145	10.3078605	11.09431381	10.99622587	11.10565372	10.52614408	10.86387331	11.03959697	11.29730341	11.17567863
85	Sample.85		-0.092791178	0.315724768	0.176985715	0.062502072	0.019090221	0.20485632	0.241826212	0.002199914	-0.026391281	-0.136785392	0.292474793	0.30782486	0.416859233	0.714210869	1.485499513	2.47690324	4.453959286	6.535014014	7.879519928	10.01384769	10.3645374	10.76395186	11.04702214	11.12084272	11.26447565	11.07385796	11.35786128	11.28431485	11.06042029	11.43909056
86	Sample.86		0.22009241	-0.323181686	-0.292172196	-0.030917622	0.27134099	0.336160109	0.217043733	0.297622253	-0.195936223	0.038819251	-0.057630077	0.06419682	0.65350372	0.836046372	1.498666532	2.71170463	4.410495257	6.335114382	8.187473069	9.395766261	10.49170141	10.33304904	10.80839261	11.17679507	11.04409293	11.63071074	10.9691855	11.74288847	11.2388873	11.33979787
87	Sample.87		-0.180519491	-0.023621427	0.004299819	0.114872436	-0.601139333	0.024609785	-0.005618699	-0.08533301	0.082237188	0.00538921	0.146606373	0.446868696	0.711909845	0.815505637	1.542633625	2.644510916	4.469439	6.656289769	8.175356175	9.239270073	10.35977001	10.86970496	10.87732086	11.24385764	11.10497189	10.91688262	11.24102181	10.95663719	11.44811832	11.34847254
88	Sample.88		0.400351886	-0.153247781	-0.106516715	-0.300861083	-0.075927467	0.179196667	-0.017261009	-0.148208226	0.023538519	0.186523389	-0.350285285	0.011759122	0.031211422	0.761116509	1.71745691	2.395625138	4.37419731	6.512118717	8.26432692	9.679732361	9.97635248	10.35800579	10.72059351	11.16146496	11.19414917	11.30636249	11.21891993	11.37357669	11.57125195	11.58102429
89	Sample.89		-0.155800021	0.095682076	-0.317666325	0.654856457	0.071268899	0.193532373	-0.306581726	-0.027047596	0.314174569	-0.369950367	-0.027902717	0.097097107	0.605410947	0.495331999	1.441262107	2.889924364	4.579820341	6.507720341	7.697131672	8.640442656	10.70880886	10.79298349	10.74631589	11.25585388	10.70178689	11.16877688	11.16525154	11.08308386	11.36031654	11.16769953
90	Sample.90		0.042262532	0.21264058	-0.156090366	0.083369069	0.385677377	0.059959422	0.247219804	0.158808565	0.580104591	0.231186659	0.14800946	0.296748124	0.235775733	0.751984327	1.441168402	2.590974249	4.284150049	6.157239994	8.131591824	9.362566309	10.30044215	10.88003406	11.26130438	10.70151362	10.8905119	11.4406583	11.08846827	11.50792932	11.41079504	11.25795934
91	Sample.91		0.232227962	0.19789981	0.069008297	0.094853143	0.075478001	-0.028717852	0.162997649	0.060852875	-0.14241079	0.055084299	-0.004878249	0.238250105	0.728915825	0.666244044	1.407024398	2.785082532	4.350713837	6.233232407	8.002399115	9.268045364	10.1513006	10.33717819	11.26962521	11.3219588	11.34954752	11.50301833	11.50883375	11.26473721	11.02410307	11.36269652
92	Sample.92		0.252262377	-0.190355836	0.041370661	-0.179734839	-0.029132316	0.215364902	-0.003337481	0.204891619	-0.017962462	-0.172790395	0.57787742	0.567633942	0.362037339	1.005867432	1.494059381	2.956927271	4.63611228	5.966371015	8.343210174	9.312061738	9.949966769	10.60987892	10.96786243	10.77582797	11.38139564	10.9491341	11.27872804	11.14984787	11.02395281	11.35503655
93	Sample.93		0.06666458	-0.307046437	-0.10999302	-0.135510734	-0.053689307	-0.050067552	0.201245722	-0.074774128	0.234527646	-0.080695356	0.231851582	0.461837844	0.264317255	0.719279031	1.611763035	2.693169901	4.253812147	6.739313588	7.860338437	9.264415683	10.33160302	10.42346809	11.22545808	11.05600475	10.97647822	11.34777769	11.17825028	11.35997358	11.09306545	11.45326447
94	Sample.94		-0.182741735	0.311305188	0.064532297	0.011258184	0.237352272	-0.274915945	0.126880123	-0.17980902	0.290183464	-0.089038316	-0.372700059	0.574451458	0.556188255	0.572850285	1.316533773	2.862202188	4.548547824	6.557404121	7.874246687	9.699534117	10.25892237	10.75390261	10.94295554	11.30064651	10.91781048	11.35440559	10.94250144	11.23426982	11.23357053	11.05689643
95	Sample.95		-0.180853351	0.057640768	-0.076993695	0.032665286	0.043040466	-0.111571173	0.198370591	0.430760316	-0.147283091	-0.25874206	0.062301724	0.222282548	0.688397905	0.827687404	1.481724775	2.698207128	4.573507052	6.192090038	8.056540445	9.661596787	10.28437666	10.75915412	10.62033857	11.36069907	11.08979309	11.13469462	11.11566195	11.63674268	11.44023035	10.82989357
96	Sample.96		-0.039932863	0.091880744	0.194309952	-0.119849691	0.142534868	0.015309805	-0.192486119	0.367562613	-0.06644389	0.329363843	-0.245700907	-0.093202413	0.530866968	0.727655832	1.553189661	2.71764032	4.79577781	6.306105886	8.056147815	9.304142945	10.41047098	10.84875807	10.91728395	10.77390901	10.96491351	11.37938194	11.69016358	11.02219911	11.23861848	11.50036461
97	Sample.97		-0.15825553	-0.037976145	-0.023022809	0.113073783	0.081074287	0.311707046	0.209115275	0.231373254	0.289144804	-0.055753542	0.147598682	0.323316185	0.682322807	0.652842653	1.4001933	2.630361307	4.74329871	6.004760946	8.401502923	9.068416107	10.24278111	10.77740512	11.25526502	11.1095059	10.98472145	11.4597938	11.3946591	11.26765288	11.32850717	11.40493982
98	Sample.98		-0.073112231	-0.120301808	-0.24214117	0.041720587	0.062290884	0.164660638	0.429701506	-0.043926842	0.348679301	0.110623446	0.512248614	0.398945514	0.665807728	0.942132288	1.633348233	2.811395946	4.54175837	6.482936251	8.096968466	9.518329383	10.31202304	10.47002475	11.15017781	11.19973265	10.84861737	11.32176229	11.22086272	11.25550329	11.40234435	10.96822981
99	Sample.99		0.26890526	0.017900465	0.037031418	-0.01530598	-0.17473605	0.385036098	-0.13755337	-0.082858581	0.257559312	-0.13384364	-0.019908343	0.202695531	0.5157227	0.733139081	1.375152685	2.630928023	4.49326086	6.388413353	8.15593444	9.280829379	9.955210953	10.91380667	11.00716883	11.16055432	10.86187735	11.3944061	11.41691364	11.34993359	11.1868251	11.3886835
100	Sample.100		-0.005979554	0.127701811	0.263403278	0.168141641	0.007220681	0.205169786	0.25296768	-0.115853965	-0.131540647	0.025305604	0.11350436	0.595394254	0.40861997	0.753776452	1.661696511	2.764990307	4.734700746	6.564356502	8.043628368	9.693005538	10.10570087	10.59522919	10.73012368	11.19082679	11.14449431	11.44556899	11.03540362	11.05181819	11.28443477	11.7724925
101	Sample.101		-0.094820521	0.00214184	0.191911267	-0.217671998	0.291863815	0.159928333	0.318572837	-0.031590415	0.042735139	0.185784897	0.415420084	0.110952199	0.724852858	0.837321615	1.771526778	3.047951368	4.545212231	5.93453159	7.92280938	9.489899564	10.13031925	10.61035165	11.21616689	10.88104782	10.97122929	11.40041027	11.59394052	11.27015961	11.37090494	11.06601247
102	Sample.102		-0.113575437	-0.159087143	0.23442049	0.333878112	-0.098804004	-0.072246592	0.097477895	0.271853832	-0.006722711	0.241856664	0.058585784	-0.028886016	0.710116958	1.093088463	1.994329075	2.626275609	4.665502748	6.304461673	8.428819528	9.178373763	10.27463878	10.49012361	10.88633333	11.43966109	11.12915472	11.2444083	11.1406544	11.18716455	11.52274132	11.25904682
103	Sample.103		0.132004742	-0.04489634	0.117748941	0.354073259	-0.219861708	-0.260280802	0.141368532	-0.063281254	0.19491691	-0.247645205	-0.140697912	0.078214691	0.483862864	0.794496751	1.776530451	3.438395591	4.57108925	6.512098613	8.229400439	9.251812878	10.0046986	10.55517986	10.82611322	11.12462129	11.22693835	11.51618889	11.31192264	11.27758639	11.29770527	10.96032719
104	Sample.104		0.046807649	0.323127655	-0.110123976	0.36804287	0.062986605	-0.095281043	0.169850122	-0.209064791	-0.008031156	0.197924682	0.044257487	0.4634073	0.327308948	0.454147683	1.408399855	3.026285893	4.318315946	6.319372237	8.022941471	9.621392199	10.12815741	10.97862662	11.08532812	11.24427106	10.77756244	11.39244427	11.13654934	11.41578539	11.16666611	11.23771914
105	Sample.105		-0.090998089	0.408699224	-0.094842149	0.012220237	0.122949807	-0.417441175	0.153167334	0.045108705	0.068493688	-0.029479016	-0.196111112	0.113118627	0.472960305	0.740511695	1.55550294	2.497393542	4.616544504	6.477251969	8.303850809	9.628038054	10.3912951	10.50613675	10.8480194	10.85412718	11.28427102	11.18376259	11.1578064	11.1759562	11.64527443	11.0673923
106	Sample.106		-0.100580429	0.105349198	0.031579809	0.224972424	-0.014479002	0.027528485	-0.084216411	-0.03289051	-0.339598809	-0.178677448	0.034702658	0.337212495	0.621423393	0.940391766	1.593614831	2.970519581	4.487502941	6.4901715	8.162185631	9.643494494	10.36965933	10.87357208	10.93814879	10.98833108	11.47354253	11.40544603	11.74570728	11.26235461	11.04066529	11.08932543
107	Sample.107		0.271814144	0.056532732	0.15508328	-0.132382069	-0.071903001	-0.006002381	0.171700975	-0.068733394	0.357942522	0.137553609	0.269448715	0.348651991	0.52397811	0.755980187	1.487800334	2.992379162	4.679661309	6.666210792	7.90537442	9.589975517	10.00415563	10.72063601	11.04158172	11.37340049	11.36206467	11.50177343	11.28352159	11.22533931	11.3354386	11.39638153
108	Sample.108		0.181833547	-0.17231812	0.424909508	0.051621808	0.081431871	0.101171526	0.242212231	-0.027187214	0.121000024	-0.051554683	0.208222824	0.134398765	0.215294745	1.059736816	1.453457093	2.464656516	4.403619964	6.591916243	8.030936939	9.3618256	10.23632332	10.40654401	10.7865393	11.27740005	11.2708614	11.42089904	11.25235583	11.25881472	11.61924282	11.46687832
109	Sample.109		0.014357727	-0.003768023	0.145231734	0.133555428	0.024929585	0.174881145	-0.040827821	-0.101947743	-0.260830338	-0.29899964	0.041236364	0.007196578	0.488190877	1.155011732	1.777140238	2.530149188	4.379070447	6.600460298	8.162840748	9.408781072	10.32547116	10.7844869	11.01002165	10.99192193	11.28941226	11.3322429	11.40603451	11.28578434	11.02007482	11.24473302
110	Sample.110		0.019553401	0.141657722	-0.089020303	-0.225075588	0.377347276	0.344157562	-0.077866754	-0.141705654	-0.09659799	0.343287087	0.388866086	0.599246215	0.778306789	0.890169434	1.667809257	2.865891371	4.670927199	6.336048551	8.094191639	9.320621598	9.774941928	11.06614191	10.87832426	11.37876254	10.90765914	10.70406143	11.46283321	11.33273411	10.81685091	11.23510736
111	Sample.111		0.075958039	-0.224020051	0.514546859	-0.027115574	-0.154780889	-0.008221668	-0.068335646	0.11579976	-0.139026501	0.031294256	0.289973215	0.467274777	0.085767226	0.862586818	1.644412496	2.632139359	4.54539144	6.624336967	8.057259145	9.175203579	10.38907098	10.54452999	11.28745392	11.09851749	11.1976872	11.31722169	11.46937134	10.99544462	11.10135457	11.44803259
112	Sample.112		0.142945885	-0.009885761	0.100551213	-0.003783477	0.069948391	-0.065488248	-0.168309115	0.181011794	0.135923541	0.238568081	0.449039854	0.286971378	0.185719291	0.959954407	1.770836249	2.757539434	4.84036797	6.33792731	8.045873699	9.499252385	10.19526902	10.56175788	11.14628076	11.15256629	11.33000714	11.52690325	11.57922376	10.86409077	11.06294382	11.74120225
113	Sample.113		0.10293445	0.088467006	0.278601968	-0.036419431	0.130292249	0.513879151	-0.051151816	0.048125968	0.277864636	-0.020714507	0.337305802	0.429387796	0.394597556	1.154672368	1.31583828	2.749914966	4.324250761	6.393165574	8.112945819	9.167681057	10.30589843	10.76584039	11.05625023	11.2632038	11.14257926	11.35188526	11.17407539	11.26545223	11.51936735	11.45372585
114	Sample.114		0.369877941	0.10300946	-0.13690569	0.102296529	-0.166545047	0.218921326	0.084836558	0.242321998	-0.017341506	-0.060745154	0.361685016	0.224873409	0.428763157	0.976646941	1.493437075	3.102636042	4.599997446	6.53600388	7.941879358	9.301303385	10.14696942	10.75103423	10.76681907	11.17971819	11.25751421	10.95569371	11.00948345	11.27287708	11.24684902	11.16793136
115	Sample.115		-0.33043633	0.230687725	-0.14094269	0.001600125	0.299026674	0.050846485	-0.14374192	-0.033026699	0.076438806	0.085202191	-0.017248212	0.248703994	0.245162412	0.877628557	1.32921076	2.879347321	4.811683996	6.024340009	7.907248475	9.26043686	9.946857011	10.42689507	11.16874529	10.78816493	11.17751962	11.57577004	11.29151378	11.00808604	11.13765864	11.25641162
116	Sample.116		0.176269439	0.015147175	0.259323943	0.229454532	-0.020252385	0.157080742	-0.223711107	0.007700514	-0.173915479	0.234435788	0.237141832	0.292021936	0.723751788	0.872499705	1.641353314	2.821614514	4.411046603	6.425706954	8.362433648	9.60516815	10.37029575	10.81674185	10.85136311	11.05028318	11.36340873	11.33493234	11.10617829	11.09820028	11.46791481	11.05241513
117	Sample.117		-0.181003884	0.0245686	0.149397606	-0.056013408	-0.085609838	-0.150324097	0.143160558	-0.229592349	-0.094801373	0.33712224	-0.003564264	0.350902835	0.372503731	1.264169937	1.500575392	2.616217452	4.557466981	6.082640498	8.280668956	9.494663998	10.05458311	10.39917464	11.15731154	10.93308088	11.13662384	11.41262878	11.33884957	11.44928241	11.36723889	11.20604095
118	Sample.118		0.152248896	0.40749291	0.158766742	0.099575327	0.205693925	-0.232476882	0.276723968	-0.233273053	-0.04168968	-0.055548632	0.172404417	0.042417608	0.642738409	0.88643313	1.762493315	2.851790092	4.335867377	5.962972101	7.862750784	9.495816941	10.18431463	10.71074084	11.04501653	11.32779959	11.11071155	10.95316933	11.48528307	11.19138814	10.98257312	11.29134198
119	Sample.119		-0.089304634	0.185014071	-0.096471565	-0.070688447	-0.161139365	0.23919308	0.16105426	0.336613938	-0.415553054	-0.159038185	-0.275897491	0.383446623	0.240528283	1.225569211	1.802886866	2.586158824	4.682697313	6.381427428	8.005021432	9.395302958	10.22688633	10.99190357	10.80081579	11.20402321	10.8743695	11.17182053	11.49633837	11.62363053	11.17130438	11.53836095
120	Sample.120		-0.190615619	-0.127298576	-0.099172674	-0.166763884	0.134838761	-0.103878655	-0.152620931	-0.398652062	0.210797337	0.451708437	-0.037894408	-0.002213883	0.43822549	0.77170886	1.875199637	2.376561214	4.376881794	6.70700223	7.989895385	9.375884151	10.26626981	10.65029587	10.69950299	11.31064189	11.27314587	11.38052377	11.26756502	11.45841105	11.12554839	11.18394056
121	Sample.121		-0.00753187	0.321576049	-0.073743687	-0.069601267	-0.201482801	0.118954456	0.132292889	0.245706867	0.064867175	0.172642732	-0.03906764	0.339610346	0.079585536	0.813935796	1.710559878	2.605976472	4.417411222	6.20906145	8.243462831	9.390360058	10.0833866	10.64910424	11.00587489	11.40828255	11.05987993	11.3116504	11.40842807	11.11388784	11.34924814	11.11274723
122	Sample.122		0.49565672	0.203338676	-0.430134568	0.077618128	0.088054641	-0.245258658	-0.265181043	-0.252981458	0.310985713	0.351740727	0.135907957	0.104985646	0.036317904	1.007217513	1.388446175	3.40385321	4.300632685	6.455683801	8.440823999	9.448590451	10.74004473	10.73516199	10.98575285	10.89067051	11.11141715	11.31187374	11.49670563	11.26449207	11.40891751	11.37879165
123	Sample.123		-0.121822346	0.438014747	0.226503396	-0.014501842	-0.010626442	0.05149054	-0.098840101	0.226132479	-0.287286746	0.330748997	0.087160486	-0.362960762	0.467983094	0.767598955	1.782685653	2.888707008	4.310141297	6.346196814	8.368032322	9.542394398	10.54330194	10.64237987	10.67566953	11.14096227	11.25638572	11.19213586	11.14906239	11.1967372	11.12044834	11.26838231
124	Sample.124		0.000771286	-0.005560666	-0.607852306	-0.009154046	0.479378815	-0.083608442	0.428230443	-0.521417625	-0.011305022	-0.127569749	0.23135971	0.332807651	0.101798743	1.081819292	1.520568248	2.664025499	4.730792852	6.314253398	8.176558587	9.847264985	10.07969454	10.72441992	11.17884415	11.41804439	11.07520079	11.45380832	11.14545019	11.29564741	11.2876846	11.4192391
125	Sample.125		0.050496961	0.022865933	0.136825074	-0.094076601	-0.296818106	0.071404375	0.304708962	0.363987379	0.217403401	0.04746494	0.424147314	0.131313167	0.32771268	1.165733748	1.459724748	2.77721827	4.252083063	6.071253993	8.093595345	9.541157909	10.38351553	10.88608437	11.26425496	11.01257498	11.41400615	11.25446549	11.23580818	11.37588717	11.48857215	11.16487552
126	Sample.126		0.122862514	-0.00209606	0.179933622	-0.123379326	0.12252602	-0.290691009	-0.059262124	0.082485047	-0.012909956	0.093461772	-0.144291774	0.261506402	0.210622638	0.603602259	1.778950295	2.827152775	4.187893101	6.438948409	7.770885997	9.404527342	10.15280714	11.0388385	11.04833734	10.88310415	11.24035872	11.31776055	11.51376652	11.43156684	10.99058462	11.24189674
127	Sample.127		-0.267607418	0.160745951	0.192982981	0.256349436	-0.010903792	-0.105925453	-0.024801869	0.298235103	0.205019762	0.219304801	0.167934542	0.086866287	0.35842958	0.7521761	1.225724181	3.009701431	4.868818169	6.48413828	8.41150986	9.303296647	10.40461796	10.51695114	11.29093383	11.46846955	11.03262335	11.19605563	11.55205049	11.11894056	11.42837594	11.21955939
128	Sample.128		0.300412763	0.073837661	0.199523926	-0.076567532	-0.199210319	-0.244475701	-0.050985728	-0.097086844	-0.166549505	0.210670285	0.142417784	0.226630423	0.10421905	1.072750771	1.652968583	2.920623186	4.283255275	6.59685558	7.924949868	9.522349849	9.944498733	10.78458725	10.83817934	11.0962186	11.12496505	10.98909718	11.37608982	11.20570672	11.25689488	11.25311912
129	Sample.129		0.29932714	0.060232004	-0.121064872	0.070024897	-0.048945123	-0.400535569	0.085119249	0.043376896	0.237687231	0.456725312	0.228100815	0.235923182	0.464964298	0.454084518	1.468385575	2.688615724	4.395962078	6.479880462	8.15572075	9.319624529	10.06938829	10.65468334	11.02479426	11.23215189	11.35254315	11.29187906	11.41088016	11.21816835	11.23898937	11.45116812
130	Sample.130		0.176719452	-0.064107372	-0.117989068	0.116177298	-0.273787016	-0.044386485	0.051592711	0.262797763	-0.100858605	0.18459097	-0.133733862	0.500677362	0.664079401	0.868316389	1.423110547	2.236274233	4.582296021	6.325001949	7.84426964	9.382322779	10.57931064	10.65345843	10.88889135	11.39142267	11.30660699	11.4629369	11.41076411	11.56409185	11.16962946	11.24345187
131	Sample.131		0.11073699	0.200270574	0.02001737	-0.122070976	0.142393546	0.21578706	-0.08199869	-0.005605178	0.218727444	-0.124239113	0.013929397	0.197080968	0.780087534	0.905905909	2.046953661	2.948224995	4.514464863	6.329301968	8.368635619	9.534314475	10.28270253	10.44680829	10.90035079	10.7284378	11.39395293	10.95871077	11.44453369	11.48390792	11.29338109	11.36687238
132	Sample.132		0.096041168	-0.008243583	0.174191196	0.102255855	0.049760563	-0.302659996	0.474465258	0.075558054	0.045185044	-0.092035947	-0.068577765	0.555165187	0.327807576	0.974925904	1.803479318	3.063853571	4.577212424	6.472064289	8.393000628	9.638703776	10.40538216	10.78563194	11.20716353	10.92032153	11.07425346	11.26877088	11.3403568	11.42963089	11.47308477	11.11870968
133	Sample.133		-0.039516151	0.270454039	-0.228368445	0.221184883	0.072298698	0.313367507	0.163955409	-0.279965737	-0.055887207	-0.003320458	0.378895312	0.22023172	-0.049051108	0.726301513	1.679270552	2.599260988	4.346451649	6.323270524	8.308362922	9.293861851	10.50972318	10.72828358	11.0764872	11.32976415	10.91002489	11.15809251	11.26722884	11.6866508	11.38551236	11.31556466
134	Sample.134		0.258241095	-0.143746116	-0.104047561	0.125703178	-0.283571592	-0.129009617	-0.01378461	-0.027866428	0.033341526	-0.08466749	0.336640489	0.381037149	-0.023709202	1.101516481	1.437126706	2.826168168	4.222875632	6.617780978	8.005596151	9.023886612	9.987708408	10.70974032	10.77612068	10.82311774	11.07011798	10.95210558	11.25301712	11.19354702	11.55575134	11.59984841
135	Sample.135		0.142892244	0.468825371	-0.174867085	-0.062233493	-0.032214391	-0.266552853	0.07969064	-0.249883126	-0.005761507	0.24677996	-0.125823468	-0.224394133	0.56654552	0.576917267	1.546228685	3.044266725	4.325524572	6.52305882	8.146985525	9.267683018	10.48134761	10.60951574	10.95594151	10.79527251	11.31126368	11.27861362	11.38421874	11.28102025	10.98238198	11.19068635
136	Sample.136		0.08242897	-0.327281206	-0.158869353	0.103742989	-0.125935522	0.298363478	0.044777178	0.339528295	-0.132510676	0.083253321	-0.102883569	0.39042208	0.525257234	0.9165778	1.668956871	2.987696847	4.5895242	6.326754295	8.023723324	9.72733403	10.21201422	10.57306371	11.0498636	11.14685543	11.09383364	10.85660739	11.37290808	10.98951473	11.48392253	11.29931378
137	Sample.137		0.195453575	0.3195611	0.235811757	-0.058157643	0.342874259	0.280941281	0.125024997	0.022857153	0.443970437	0.001695475	0.192025744	0.098522886	0.60754378	1.039652001	1.694247179	2.539081579	4.746910154	6.360653816	8.074375977	9.634302976	10.07984407	10.95453383	11.08680999	11.10460781	11.19490413	11.05549763	11.16732619	11.14277178	11.22820219	11.12626431
138	Sample.138		0.120625788	-0.011032891	0.094138194	0.043942983	0.114932745	0.184784818	0.051809956	0.190414363	-0.044987487	0.328693323	0.137937401	0.001904995	0.703001304	0.97141344	1.679499517	2.674572797	4.649903196	6.217483403	8.154802456	9.496907087	9.955471424	10.93594145	10.76117942	11.12633341	11.37241535	11.34627479	10.87506697	11.04568453	11.24479774	11.36430806
139	Sample.139		0.100962859	0.118583088	0.181593327	-0.186095539	0.666421209	0.11910706	0.081198988	0.066932326	0.190676367	-0.256205503	0.247607111	0.09334384	0.115236367	0.540471312	1.565832918	2.575088297	4.452850491	6.217088748	7.798895402	9.220903471	10.42616179	10.89161779	10.79130638	11.38202114	10.79093993	11.35628272	11.28418572	11.02593468	11.12283419	11.24904257
140	Sample.140		0.083378182	-0.254529682	0.17128525	-0.121749212	0.087172755	0.159908531	-0.057707717	0.144076411	-0.120494012	0.393803129	0.287369948	0.201681064	0.227859903	1.039210584	1.669220613	2.755163595	3.99747431	6.43889933	8.155420781	9.078926067	10.20329635	10.6355731	10.80214076	10.92611092	11.00010465	11.06555095	11.11010137	11.35614781	11.25107414	11.44346066
141	Sample.141		0.160325447	-0.171157187	0.170344876	0.134838819	0.180201458	-0.202630173	-0.103176648	0.326652663	0.22041971	-0.201011795	0.245391293	-0.190105276	0.210110264	0.864478827	1.457482174	2.823449367	4.45672827	6.275778836	8.235992902	9.436286929	10.13100046	10.52291873	11.01395253	11.02021591	11.19400143	11.27680853	11.26738372	11.46255599	11.24029872	11.40673149
142	Sample.142		-0.01811421	-0.041809179	0.194700314	0.207788811	0.10617794	-0.539931618	0.156139371	0.191187809	0.242255346	0.205941556	0.115487973	0.312169308	0.699200753	0.909551809	1.588952604	3.021512523	4.616905223	6.405862889	7.980018299	9.250952848	10.37624923	10.81850865	11.44313986	10.85621886	11.06769069	11.21528799	11.36086964	11.43151708	11.39081462	11.0546063
143	Sample.143		0.031340699	0.030133839	0.022106252	-0.212485348	-0.033246059	0.037854314	-0.221475067	0.127251123	0.100352254	0.236192183	-0.145682762	0.209008259	0.443348885	0.817014286	1.677858453	2.685044392	4.510535005	6.055205389	8.492461844	9.306516065	10.17717993	10.51688908	10.59183216	11.04438959	11.2885231	11.08893885	11.66353091	11.2406377	11.48836602	10.87237127
